TF1 1AA
TF10 7AA
TF11 8AA
TF12 5AA
TF13 6AA
TF2 0AA
TF3 1AB
TF4 2AA
TF5 0AA
TF6 5AA
TF7 4AA
TF8 7AA
TF9 1AA
