G1 1AB
G11 5AA
G12 0AA
G13 1AA
G14 0AA
G15 6AA
G2 1AL
G20 0AA
G21 1AA
G22 5AA
G23 5AA
G3 6AA
G31 1AA
G32 0AA
G33 1AA
G34 0AA
G4 0AA
G40 1AA
G41 1AA
G42 0AA
G43 1AA
G44 3AB
G45 0AB
G46 6AA
G5 0AB
G51 1AA
G52 1AA
G53 5AA
G58 1AA
G60 5AA
G61 1AB
G62 6AH
G63 0AA
G64 1AA
G65 0AA
G66 1AA
G67 1AB
G68 0AA
G69 0AA
G70 5AB
G71 5AB
G72 0AB
G73 1AA
G74 1AA
G75 0AA
G76 0AA
G77 5AA
G78 1AA
G79 1AA
G81 1AA
G82 1AB
G83 0AB
G84 0AA
G9 2BD
G90 8AA
